fips,ST,Unemployment_rate_2021,Median_Household_Income_2020
45087,SC,6.5,46567
45089,SC,6.1,38186
45091,SC,3.7,72579
46003,SD,2.4,54916
46005,SD,2.8,54033
46007,SD,4.3,45478
46009,SD,2.8,52890
46011,SD,3.2,64542
46013,SD,3.0,64993
46015,SD,2.5,56691
46017,SD,5.4,22901
46019,SD,3.4,52346
46021,SD,3.4,52931
46023,SD,3.7,44865
46025,SD,3.7,54164
46027,SD,3.0,49834
46029,SD,3.1,62123
46031,SD,4.7,29860
46033,SD,4.0,66654
46035,SD,2.8,53664
46037,SD,4.3,50445
46039,SD,4.2,58488
46041,SD,5.9,40429
46043,SD,2.5,59404
46045,SD,2.7,56671
46047,SD,4.0,48927
46049,SD,2.7,50213
46051,SD,3.4,59637
46053,SD,2.8,43060
46055,SD,2.8,50898
46057,SD,2.4,62651
46059,SD,2.5,59237
46061,SD,4.0,62597
46063,SD,2.8,58732
46065,SD,2.4,70615
46067,SD,3.1,54669
46069,SD,2.6,55510
46071,SD,4.4,36853
46073,SD,2.2,49086
46075,SD,3.4,49156
46077,SD,2.9,56758
46079,SD,3.0,65643
46081,SD,3.0,56366
46083,SD,2.4,86972
46085,SD,4.4,43531
46087,SD,2.8,64693
46089,SD,4.2,44625
46091,SD,3.5,56885
46093,SD,3.0,58406
46095,SD,4.5,37844
46097,SD,3.1,49824
46099,SD,2.9,64526
46101,SD,2.8,73264
46102,SD,8.7,32195
46103,SD,3.2,62214
46105,SD,3.1,46786
46107,SD,3.0,57324
46109,SD,4.6,50673
46111,SD,3.0,51952
46115,SD,3.2,53282
46117,SD,3.0,76413
46119,SD,3.8,59157
46121,SD,4.8,31256
46123,SD,2.4,46162
46125,SD,2.7,62754
46127,SD,3.6,82574
46129,SD,5.5,45288
46135,SD,2.7,57075
46137,SD,4.5,31599
47001,TN,3.8,53002
47003,TN,4.1,58593
47005,TN,4.8,44759
47007,TN,5.2,45780
47009,TN,3.4,67576
47011,TN,4.1,49802
47013,TN,4.8,42331
47015,TN,3.4,50628
47017,TN,4.6,47390
47019,TN,4.2,44786
47021,TN,3.1,78330
47023,TN,3.3,42839
47025,TN,4.1,43365
47027,TN,5.3,37683
47029,TN,5.5,41576
47031,TN,4.1,55177
47033,TN,3.6,50046
47035,TN,4.8,52529
47037,TN,4.2,64418
47039,TN,5.7,47232
47041,TN,4.5,51002
47043,TN,3.4,60309
47045,TN,4.6,50906
47047,TN,4.1,73132
47049,TN,4.0,43931
47051,TN,3.8,49491
47053,TN,4.3,47850
47055,TN,4.3,51332
47057,TN,4.2,45056
47059,TN,4.4,43164
47061,TN,5.4,41133
47063,TN,4.0,48047
47065,TN,4.0,61478
47067,TN,4.8,33109
47069,TN,6.0,44937
47071,TN,4.5,46776
47073,TN,4.4,52898
47075,TN,5.9,43742
47077,TN,4.4,47599
47079,TN,4.0,41598
47081,TN,3.5,53738
47083,TN,4.8,47465
47085,TN,3.9,57767
47087,TN,4.3,43115
47089,TN,4.1,57864
47091,TN,3.5,43039
47093,TN,3.3,57886
47095,TN,6.0,32163
47097,TN,6.0,43386
47099,TN,4.3,47353
47101,TN,4.7,48288
47103,TN,4.1,56661
47105,TN,3.4,70292
47107,TN,4.5,50297
47109,TN,5.3,44341
47111,TN,3.7,47031
47113,TN,4.5,47580
47115,TN,4.3,50941
47117,TN,4.5,58073
47119,TN,4.7,65942
47121,TN,4.9,49242
47123,TN,3.8,50945
47125,TN,4.5,60779
47127,TN,2.6,64271
47129,TN,4.3,48321
47131,TN,4.7,45643
47133,TN,3.6,43167
47135,TN,7.2,46366
47137,TN,3.8,40120
47139,TN,4.1,48184
47141,TN,3.7,47120
47143,TN,4.8,45724
47145,TN,4.0,58988
47147,TN,3.3,63918
47149,TN,3.4,73980
47151,TN,5.1,39020
47153,TN,4.4,51197
47155,TN,3.9,54284
47157,TN,6.8,50870
47159,TN,3.3,59355
47161,TN,4.1,55022
47163,TN,4.2,48968
47165,TN,3.3,72325
47167,TN,4.3,61432
47169,TN,3.7,54970
47171,TN,4.9,45635
47173,TN,4.0,45520
47175,TN,5.0,45908
47177,TN,4.7,49532
47179,TN,3.6,52088
47181,TN,4.1,42754
47183,TN,3.8,46979
47185,TN,3.9,46475
47187,TN,2.5,118257
47189,TN,3.2,77822
48001,TX,4.8,50879
48003,TX,5.9,76600
48005,TX,6.5,49943
48007,TX,7.3,51461
48009,TX,4.2,69566
48011,TX,3.6,62256
48013,TX,6.2,60594
48015,TX,5.5,60593
48017,TX,4.9,48259
48019,TX,4.7,64389
48021,TX,4.5,74612
48023,TX,3.4,44392
48025,TX,8.7,46316
48027,TX,5.7,53639
48029,TX,5.4,60477
48031,TX,3.3,66383
48033,TX,2.4,69499
48035,TX,4.6,58056
48037,TX,5.8,50326
48039,TX,6.9,83576
48041,TX,4.1,53570
48043,TX,4.5,48537
48045,TX,4.7,50062
48047,TX,9.2,33513
48049,TX,5.2,48752
48051,TX,5.0,64836
48053,TX,3.7,63813
48055,TX,4.9,66128
48057,TX,4.9,58470
48059,TX,4.6,54862
48061,TX,8.2,44440
48063,TX,5.9,43130
48065,TX,3.9,66597
48067,TX,6.7,50595
48069,TX,3.5,55139
48071,TX,8.3,89991
48073,TX,6.4,45894
48075,TX,3.6,45473
48077,TX,4.9,62763
48079,TX,6.3,44584
48081,TX,4.8,51050
48083,TX,6.0,43623
48085,TX,4.3,101560
48087,TX,4.3,47885
48089,TX,4.8,52726
48091,TX,4.5,79290
48093,TX,4.6,47282
48095,TX,4.2,47412
48097,TX,5.0,66323
48099,TX,5.7,58398
48101,TX,4.6,44430
48103,TX,9.6,67547
48105,TX,6.7,54458
48107,TX,5.6,42804
48109,TX,4.8,47479
48111,TX,2.6,55253
48113,TX,5.6,65770
48115,TX,7.0,47233
48117,TX,3.7,51412
48119,TX,4.9,50456
48121,TX,4.4,90880
48123,TX,4.8,53899
48125,TX,5.1,42034
48127,TX,5.7,42788
48129,TX,4.1,57526
48131,TX,8.3,40601
48133,TX,5.8,50317
48135,TX,8.3,62669
48137,TX,4.3,45330
48139,TX,4.5,79849
48141,TX,6.2,48522
48143,TX,4.5,61453
48145,TX,5.3,44590
48147,TX,4.0,59746
48149,TX,4.3,63713
48151,TX,4.2,52828
48153,TX,5.8,44256
48155,TX,3.4,40955
48157,TX,5.9,97210
48159,TX,4.4,58927
48161,TX,7.2,54502
48163,TX,4.8,47007
48165,TX,4.6,63528
48167,TX,6.7,78465
48169,TX,5.0,50934
48171,TX,3.3,64365
48173,TX,2.9,85001
48175,TX,6.6,54970
48177,TX,4.3,55363
48179,TX,6.7,54141
48181,TX,4.6,59554
48183,TX,6.5,51394
48185,TX,6.7,57795
48187,TX,4.4,78909
48189,TX,6.1,46589
48191,TX,5.4,36654
48193,TX,4.1,52840
48195,TX,3.0,61059
48197,TX,4.3,63479
48199,TX,8.0,69151
48201,TX,6.5,61906
48203,TX,6.6,55198
48205,TX,2.1,74686
48207,TX,3.9,44847
48209,TX,4.1,77511
48211,TX,4.3,65718
48213,TX,5.1,52660
48215,TX,9.3,46653
48217,TX,5.0,56565
48219,TX,6.0,55469
48221,TX,5.2,85449
48223,TX,4.3,53634
48225,TX,4.8,45989
48227,TX,6.5,58445
48229,TX,5.8,40666
48231,TX,5.1,53760
48233,TX,6.0,62536
48235,TX,4.9,73776
48237,TX,5.5,56028
48239,TX,5.0,56101
48241,TX,9.7,51153
48243,TX,4.3,55718
48245,TX,10.0,48808
48247,TX,8.8,41620
48249,TX,10.2,48773
48251,TX,4.9,67382
48253,TX,6.2,47019
48255,TX,5.2,56006
48257,TX,4.9,76352
48259,TX,3.8,103216
48261,TX,6.0,45980
48263,TX,2.9,53472
48265,TX,4.5,57425
48267,TX,4.1,47894
48269,TX,0.9,78210
48271,TX,5.5,62557
48273,TX,7.1,51574
48275,TX,4.7,46053
48277,TX,5.5,44688
48279,TX,5.0,48123
48281,TX,4.8,69051
48283,TX,4.3,45647
48285,TX,4.5,57999
48287,TX,4.3,61444
48289,TX,7.1,52878
48291,TX,9.2,61230
48293,TX,6.2,53143
48295,TX,3.7,67775
48297,TX,6.8,54031
48299,TX,4.8,60706
48301,TX,0.9,97491
48303,TX,4.5,56477
48305,TX,4.3,51003
48307,TX,6.5,47617
48309,TX,4.9,55148
48311,TX,2.3,45927
48313,TX,6.2,58674
48315,TX,6.9,42024
48317,TX,4.8,73367
48319,TX,4.7,63120
48321,TX,8.3,52241
48323,TX,12.7,41324
48325,TX,5.0,62600
48327,TX,4.8,41477
48329,TX,5.7,92117
48331,TX,5.8,49961
48333,TX,4.4,49089
48335,TX,7.1,46156
48337,TX,5.1,56012
48339,TX,5.8,85348
48341,TX,3.3,53341
48343,TX,10.5,45122
48345,TX,5.1,46712
48347,TX,5.5,49375
48349,TX,5.1,50778
48351,TX,10.4,45769
48353,TX,4.8,41720
48355,TX,6.9,55727
48357,TX,4.6,71477
48359,TX,3.5,61013
48361,TX,9.0,61323
48363,TX,5.7,59450
48365,TX,6.7,51936
48367,TX,4.4,88617
48369,TX,2.9,61989
48371,TX,7.1,52792
48373,TX,8.0,47535
48375,TX,4.3,45903
48377,TX,10.5,39967
48379,TX,3.9,59195
48381,TX,3.5,71041
48383,TX,7.7,66711
48385,TX,5.9,43076
48387,TX,5.9,46727
48389,TX,5.9,64863
48391,TX,6.7,48433
48393,TX,4.3,69927
48395,TX,5.3,55218
48397,TX,4.3,106225
48399,TX,4.1,50972
48401,TX,6.0,56954
48403,TX,9.5,51046
48405,TX,8.2,45781
48407,TX,7.4,51575
48409,TX,8.8,56944
48411,TX,4.7,48349
48413,TX,5.5,54471
48415,TX,6.7,57158
48417,TX,4.0,64931
48419,TX,5.4,41194
48421,TX,3.0,66408
48423,TX,5.1,60735
48425,TX,5.2,67984
48427,TX,16.2,35716
48429,TX,4.9,48911
48431,TX,5.1,68435
48433,TX,4.1,59802
48435,TX,8.3,64612
48437,TX,4.9,39897
48439,TX,5.3,72064
48441,TX,4.3,52974
48443,TX,3.6,42849
48445,TX,6.1,47292
48447,TX,2.8,46820
48449,TX,5.4,52973
48451,TX,4.9,55990
48453,TX,4.0,82605
48455,TX,7.3,47685
48457,TX,8.5,48809
48459,TX,6.3,58231
48461,TX,5.2,59593
48463,TX,5.5,49275
48465,TX,5.9,54346
48467,TX,4.7,57891
48469,TX,6.4,53583
48471,TX,6.3,43002
48473,TX,6.4,69460
48475,TX,7.2,57257
48477,TX,5.2,62667
48479,TX,6.3,56588
48481,TX,5.7,55887
48483,TX,6.2,49838
48485,TX,5.3,54659
48487,TX,6.6,51774
48489,TX,10.5,40190
48491,TX,4.0,91507
48493,TX,4.4,74529
48495,TX,7.7,77960
48497,TX,4.9,71636
48499,TX,5.6,61886
48501,TX,7.8,67132
48503,TX,4.5,54569
48505,TX,12.1,39876
48507,TX,12.7,34898
49001,UT,2.8,61858
49003,UT,2.4,73926
49005,UT,2.0,65391
49007,UT,3.9,51902
49009,UT,3.6,63461
49011,UT,2.4,92253
49013,UT,4.9,61709
49015,UT,3.9,64144
49017,UT,6.5,47638
49019,UT,4.4,58852
49021,UT,2.8,52942
49023,UT,2.0,70086
49025,UT,2.9,58352
49027,UT,2.4,60316
49029,UT,2.1,103746
49031,UT,4.4,47206
49033,UT,2.3,75531
49035,UT,2.8,79294
49037,UT,6.3,50686
49039,UT,2.8,55033
49041,UT,3.3,56318
49043,UT,2.9,115756
49045,UT,2.9,79101
49047,UT,5.6,63282
49049,UT,2.3,81804
49051,UT,2.9,87098
49053,UT,2.9,71904
49055,UT,4.7,54790
49057,UT,2.9,72091
50001,VT,2.8,73049
50003,VT,4.3,65528
50005,VT,3.7,52203
50007,VT,2.8,80539
50009,VT,4.8,50956
50011,VT,3.5,62763
50013,VT,3.9,79994
50015,VT,4.0,57909
50017,VT,3.2,60624
50019,VT,4.6,56721
50021,VT,4.2,62289
50023,VT,3.0,70061
50025,VT,4.4,59017
50027,VT,3.3,60842
51001,VA,4.3,44127
51003,VA,3.2,79708
51005,VA,4.1,52281
51007,VA,3.6,70511
51009,VA,3.7,61111
51011,VA,3.9,55152
51013,VA,3.0,125004
51015,VA,3.1,67698
51017,VA,4.6,56165
51019,VA,3.4,70004
51021,VA,3.4,56637
51023,VA,3.0,70803
51025,VA,6.3,45556
51027,VA,6.7,35891
51029,VA,5.3,49339
51031,VA,3.8,59223
51033,VA,4.3,67663
51035,VA,4.1,48555
51036,VA,4.4,61850
51037,VA,3.7,45084
51041,VA,3.6,83598
51043,VA,3.1,88407
51045,VA,3.3,57314
51047,VA,3.2,80151
51049,VA,4.3,51035
51051,VA,5.3,38394
51053,VA,4.5,63567
51057,VA,4.8,56134
51059,VA,3.5,132509
51061,VA,3.0,106977
51063,VA,3.1,54262
51065,VA,3.3,79598
51067,VA,3.5,61714
51069,VA,2.9,83033
51071,VA,3.5,55983
51073,VA,3.4,73893
51075,VA,3.1,101927
51077,VA,3.3,45896
51079,VA,3.0,70046
51081,VA,4.9,48578
51083,VA,4.8,43386
51085,VA,3.0,97717
51087,VA,4.0,80105
51089,VA,4.7,41706
51091,VA,2.9,52898
51093,VA,3.5,75481
51095,VA,4.0,86501
51097,VA,3.1,60133
51099,VA,2.9,90786
51101,VA,3.3,79313
51103,VA,5.3,55539
51105,VA,4.0,38229
51107,VA,3.1,155362
51109,VA,3.4,69907
51111,VA,3.8,47384
51113,VA,2.5,67373
51115,VA,3.2,68946
51117,VA,4.7,49542
51119,VA,3.4,60752
51121,VA,3.0,62418
51125,VA,3.5,60757
51127,VA,3.0,107658
51131,VA,5.4,50096
51133,VA,4.9,60575
51135,VA,3.7,51503
51137,VA,3.6,73226
51139,VA,4.6,52107
51141,VA,4.5,46149
51143,VA,4.0,49124
51145,VA,2.9,98465
51147,VA,4.8,47968
51149,VA,4.5,75717
51153,VA,4.0,111117
51155,VA,4.0,50530
51157,VA,2.9,76634
51159,VA,3.5,55870
51161,VA,3.1,71613
51163,VA,3.7,55684
51165,VA,2.9,62609
51167,VA,4.3,43206
51169,VA,3.6,44937
51171,VA,3.6,54294
51173,VA,4.0,43351
51175,VA,3.5,60441
51177,VA,3.8,94299
51179,VA,3.6,110120
51181,VA,3.8,57872
51183,VA,6.5,48040
51185,VA,5.2,45214
51187,VA,3.5,63797
51191,VA,3.6,53785
51193,VA,4.4,59343
51195,VA,5.2,41723
51197,VA,4.0,54399
51199,VA,3.3,91711
51510,VA,3.8,99763
51520,VA,4.7,41444
51530,VA,3.9,48837
51540,VA,3.7,70501
51550,VA,3.8,80402
51570,VA,4.8,67339
51580,VA,5.8,40683
51590,VA,6.5,36560
51595,VA,7.8,42895
51600,VA,3.4,102828
51610,VA,2.6,160305
51620,VA,6.9,47223
51630,VA,4.7,72437
51640,VA,4.1,40271
51650,VA,5.7,53719
51660,VA,4.0,52159
51670,VA,7.5,41792
51678,VA,4.9,63580
51680,VA,5.1,56089
51683,VA,3.9,87804
51685,VA,3.8,82255
51690,VA,7.5,35715
51700,VA,5.6,60048
51710,VA,5.7,51401
51720,VA,4.9,36004
51730,VA,10.5,43190
51735,VA,2.8,99310
51740,VA,6.7,52070
51750,VA,4.1,42938
51760,VA,5.5,54815
51770,VA,4.8,49313
51775,VA,3.6,70349
51790,VA,3.8,51230
51800,VA,4.4,72264
51810,VA,3.7,73961
51820,VA,4.1,53635
51830,VA,4.9,60655
51840,VA,3.5,58295
53001,WA,5.5,56421
53003,WA,3.7,53377
53005,WA,5.6,75882
53007,WA,5.3,61546
53009,WA,6.5,54712
53011,WA,5.5,76929
53013,WA,5.2,58220
53015,WA,6.4,64357
53017,WA,5.5,64768
53019,WA,8.9,47722
53021,WA,6.6,73656
53023,WA,5.8,56804
53025,WA,6.6,54753
53027,WA,7.8,54034
53029,WA,5.6,76965
53031,WA,6.2,66386
53033,WA,4.3,102620
53035,WA,5.0,76814
53037,WA,6.3,64727
53039,WA,6.0,57476
53041,WA,6.3,54578
53043,WA,4.9,61332
53045,WA,7.0,63785
53047,WA,6.6,48979
53049,WA,7.9,53319
53051,WA,7.6,57212
53053,WA,6.1,80236
53055,WA,5.0,74533
53057,WA,6.3,78798
53059,WA,6.4,68501
53061,WA,5.0,93589
53063,WA,5.4,60827
53065,WA,6.7,50958
53067,WA,5.2,79769
53069,WA,6.6,62099
53071,WA,4.6,61281
53073,WA,6.0,70463
53075,WA,4.5,52066
53077,WA,7.0,56353
54001,WV,5.3,43773
54003,WV,3.6,67163
54005,WV,6.1,49076
54007,WV,6.7,47959
54009,WV,6.1,50381
54011,WV,4.6,44161
54013,WV,10.3,41726
54015,WV,7.7,36537
54017,WV,4.1,50445
54019,WV,6.2,41964
54021,WV,6.9,41579
54023,WV,4.5,45624
54025,WV,4.5,40016
54027,WV,3.4,53333
54029,WV,6.3,52305
54031,WV,4.9,47469
54033,WV,4.7,52075
54035,WV,5.7,52123
54037,WV,3.1,85779
54039,WV,5.2,47830
54041,WV,7.0,53471
54043,WV,6.6,40741
54045,WV,6.6,38571
54047,WV,8.2,26582
54049,WV,5.2,58878
54051,WV,6.2,54028
54053,WV,5.5,44307
54055,WV,6.0,42095
54057,WV,4.7,50300
54059,WV,9.0,32955
54061,WV,3.9,55836
54063,WV,3.6,46879
54065,WV,3.5,57432
54067,WV,6.0,42725
54069,WV,5.1,41312
54071,WV,3.0,47167
54073,WV,7.2,55313
54075,WV,5.0,41173
54077,WV,4.5,51757
54079,WV,4.2,69175
54081,WV,5.2,44526
54083,WV,5.6,48306
54085,WV,5.6,45066
54087,WV,8.5,42379
54089,WV,4.7,38692
54091,WV,4.6,53587
54093,WV,5.4,44461
54095,WV,8.0,46693
54097,WV,6.2,46171
54099,WV,5.1,45507
54101,WV,6.2,34396
54103,WV,6.7,47322
54105,WV,7.6,49504
54107,WV,5.3,47019
54109,WV,5.8,39143
55001,WI,6.2,52060
55003,WI,5.0,52115
55005,WI,3.9,54963
55007,WI,5.7,58218
55009,WI,3.4,64905
55011,WI,4.2,56643
55013,WI,5.3,57888
55015,WI,2.8,79046
55017,WI,3.9,62841
55019,WI,3.2,55808
55021,WI,3.4,74776
55023,WI,4.4,53309
55025,WI,2.8,74829
55027,WI,3.2,65540
55029,WI,4.4,61319
55031,WI,4.4,60898
55033,WI,3.6,61880
55035,WI,3.2,67409
55037,WI,4.8,50420
55039,WI,3.2,69280
55041,WI,6.7,54555
55043,WI,3.0,55779
55045,WI,3.0,75666
55047,WI,4.3,61406
55049,WI,3.4,75075
55051,WI,6.4,48614
55053,WI,5.2,57164
55055,WI,3.3,71772
55057,WI,4.3,56025
55059,WI,4.3,70368
55061,WI,2.8,69077
55063,WI,3.0,63298
55065,WI,2.6,65235
55067,WI,4.5,55259
55069,WI,3.7,61066
55071,WI,3.4,62734
55073,WI,3.0,67074
55075,WI,4.4,56236
55077,WI,4.4,52450
55078,WI,8.6,41365
55079,WI,5.4,52281
55081,WI,3.2,63671
55083,WI,3.7,65981
55085,WI,4.3,59631
55087,WI,3.1,70727
55089,WI,3.1,83274
55091,WI,3.4,65068
55093,WI,3.4,80523
55095,WI,4.2,65258
55097,WI,3.5,67228
55099,WI,4.2,47172
55101,WI,4.7,66562
55103,WI,3.5,53970
55105,WI,4.4,66138
55107,WI,4.4,50922
55109,WI,3.4,82797
55111,WI,4.0,65746
55113,WI,5.1,50319
55115,WI,3.7,58088
55117,WI,3.1,64104
55119,WI,3.3,55370
55121,WI,3.7,59749
55123,WI,3.2,56561
55125,WI,4.7,54619
55127,WI,3.6,67656
55129,WI,4.5,54132
55131,WI,3.1,81659
55133,WI,3.1,92359
55135,WI,3.5,67078
55137,WI,4.2,58929
55139,WI,3.2,64653
55141,WI,4.4,54154
56001,WY,3.3,59179
56003,WY,4.4,54684
56005,WY,5.3,85022
56007,WY,3.9,66589
56009,WY,4.9,79304
56011,WY,3.4,67443
56013,WY,4.7,52010
56015,WY,3.5,51398
56017,WY,3.9,48864
56019,WY,4.1,62671
56021,WY,4.0,69450
56023,WY,3.8,73062
56025,WY,6.1,65901
56027,WY,3.6,52837
56029,WY,4.1,63093
56031,WY,4.0,60178
56033,WY,4.2,59947
56035,WY,5.6,82442
56037,WY,5.6,70583
56039,WY,3.2,92488
56041,WY,5.0,71246
56043,WY,4.0,58532
56045,WY,3.2,58901
